store,week,product,quantity,count,price,promotion,cost,price_carton,price_50tab_equiv,cost_50tab_equiv,quantity_50tab_equiv,cost_50tab_equiv_mean,market_share,market_share_mean
18,37,7,7,22554,2.49,0,1.9,2.6730537,4.98,3.8,3.5,3.6930022,.022875817,.01928895
95,8,7,3,16244,3.0999999,.67000002,1.97,2.6730537,6.1999998,3.9400001,1.5,3.6930022,.016949153,.01928895
2,39,7,1,12142,2.49,0,1.9,2.6730537,4.98,3.8,.5,3.6930022,.0080000004,.01928895
59,26,7,1,12949,2.49,0,1.7,2.6730537,4.98,3.4000001,.5,3.6930022,.0041493778,.01928895
118,33,7,3,14531,2.49,0,1.9,2.6730537,4.98,3.8,1.5,3.6930022,.015228426,.01928895
97,8,7,5,14076,2.1900001,0,1.58,2.6730537,4.3800001,3.1600001,2.5,3.6930022,.028735632,.01928895
56,26,7,1,15238,2.3299999,0,1.66,2.6730537,4.6599998,3.3199999,.5,3.6930022,.008130081,.01928895
94,40,7,3,17748,2.6600001,0,1.9,2.6730537,5.3200002,3.8,1.5,3.6930022,.012048192,.01928895
12,1,7,7,27267,2.3299999,0,1.59,2.6730537,4.6599998,3.1800001,3.5,3.6930022,.025547445,.01928895
119,34,7,4,19008,2.49,0,1.9,2.6730537,4.98,3.8,2,3.6930022,.01754386,.01928895
98,8,7,2,27842,3.48,1,2.1600001,2.6730537,6.96,4.3200002,1,3.6930022,.0040650405,.01928895
86,2,7,6,16237,2.4300001,0,1.6799999,2.6730537,4.8600001,3.3599999,3,3.6930022,.024691358,.01928895
54,26,7,4,14933,3.1900001,0,2.04,2.6730537,6.3800001,4.0799999,2,3.6930022,.015810277,.01928895
117,42,7,1,13060,2.99,0,1.9,2.6730537,5.98,3.8,.5,3.6930022,.010526316,.01928895
100,8,7,7,27537,2.7,0,1.75,2.6730537,5.4000001,3.5,3.5,3.6930022,.025830258,.01928895
53,26,7,4,15488,2.8399999,0,1.87,2.6730537,5.6799998,3.74,2,3.6930022,.03305785,.01928895
113,36,7,3,20353,2.96,0,2.0599999,2.6730537,5.9200001,4.1199999,1.5,3.6930022,.016216217,.01928895
119,33,7,2,18084,3.1199999,.5,2.1400001,2.6730537,6.2399998,4.2800002,1,3.6930022,.0095238099,.01928895
52,26,7,4,18724,3.1900001,0,2.04,2.6730537,6.3800001,4.0799999,2,3.6930022,.01532567,.01928895
101,8,7,1,24645,3.48,1,2.1600001,2.6730537,6.96,4.3200002,.5,3.6930022,.0026455026,.01928895
5,39,7,1,16360,2.49,0,1.9,2.6730537,4.98,3.8,.5,3.6930022,.0038314175,.01928895
118,18,7,1,15678,2.3299999,0,1.6799999,2.6730537,4.6599998,3.3599999,.5,3.6930022,.0059880242,.01928895
51,26,7,5,16178,2.49,0,1.7,2.6730537,4.98,3.4000001,2.5,3.6930022,.01718213,.01928895
102,8,7,9,28842,2.51,0,1.71,2.6730537,5.02,3.4200001,4.5,3.6930022,.02631579,.01928895
112,48,7,3,24946,3.74,1,2.4100001,2.6730537,7.48,4.8200002,1.5,3.6930022,.0056603774,.01928895
83,45,7,10,26293,2.5,0,1.8200001,2.6730537,5,3.6400001,5,3.6930022,.033898305,.01928895
50,26,7,2,11926,2.49,0,1.7,2.6730537,4.98,3.4000001,1,3.6930022,.015384615,.01928895
54,48,7,5,15127,2.6199999,.60000002,1.85,2.6730537,5.2399998,3.7,2.5,3.6930022,.019920319,.01928895
118,35,7,2,13770,2.49,0,1.9,2.6730537,4.98,3.8,1,3.6930022,.012345679,.01928895
103,8,7,4,22293,2.1900001,0,1.58,2.6730537,4.3800001,3.1600001,2,3.6930022,.011299435,.01928895
84,2,7,4,15172,2.9100001,0,1.87,2.6730537,5.8200002,3.74,2,3.6930022,.014084507,.01928895
49,26,7,4,11288,2.8399999,0,1.87,2.6730537,5.6799998,3.74,2,3.6930022,.027586207,.01928895
100,46,7,2,35556,3.0599999,1,2.0999999,2.6730537,6.1199999,4.1999998,1,3.6930022,.0067114094,.01928895
121,33,7,1,21654,2.99,0,1.86,2.6730537,5.98,3.72,.5,3.6930022,.0024509805,.01928895
48,26,7,1,12858,2.6500001,0,1.83,2.6730537,5.3000002,3.6600001,.5,3.6930022,.004950495,.01928895
104,8,7,3,12623,2.1900001,0,1.58,2.6730537,4.3800001,3.1600001,1.5,3.6930022,.011152416,.01928895
56,37,7,4,14712,2.49,0,1.9,2.6730537,4.98,3.8,2,3.6930022,.024691358,.01928895
116,42,7,4,14083,2.49,0,1.9,2.6730537,4.98,3.8,2,3.6930022,.024096385,.01928895
47,26,7,4,12640,3.1900001,0,2.04,2.6730537,6.3800001,4.0799999,2,3.6930022,.028368793,.01928895
8,39,7,5,23582,2.49,0,1.9,2.6730537,4.98,3.8,2.5,3.6930022,.023474179,.01928895
45,26,7,4,14021,2.8399999,0,1.87,2.6730537,5.6799998,3.74,2,3.6930022,.030303031,.01928895
105,8,7,1,23884,2.1900001,0,1.58,2.6730537,4.3800001,3.1600001,.5,3.6930022,.002754821,.01928895
44,26,7,3,16125,2.49,0,1.7,2.6730537,4.98,3.4000001,1.5,3.6930022,.011627907,.01928895
118,34,7,2,14599,3.1199999,.5,2.1400001,2.6730537,6.2399998,4.2800002,1,3.6930022,.010928961,.01928895
106,8,7,3,12001,2.1900001,0,1.58,2.6730537,4.3800001,3.1600001,1.5,3.6930022,.016393442,.01928895
104,40,7,3,12178,2.49,0,1.9,2.6730537,4.98,3.8,1.5,3.6930022,.010909091,.01928895
40,26,7,4,20912,2.9300001,.5,1.95,2.6730537,5.8600001,3.9000001,2,3.6930022,.018181818,.01928895
107,8,7,5,19378,2.45,.2,1.7,2.6730537,4.9000001,3.4000001,2.5,3.6930022,.022321429,.01928895
74,18,7,4,22522,2.6600001,0,1.8200001,2.6730537,5.3200002,3.6400001,2,3.6930022,.016064256,.01928895
33,26,7,1,23960,2.49,0,1.7,2.6730537,4.98,3.4000001,.5,3.6930022,.0043668123,.01928895
109,8,7,9,21318,3.0999999,.67000002,1.97,2.6730537,6.1999998,3.9400001,4.5,3.6930022,.029126214,.01928895
115,42,7,2,15545,2.49,0,1.9,2.6730537,4.98,3.8,1,3.6930022,.0084033618,.01928895
9,39,7,3,17357,2.53,.33000001,1.9,2.6730537,5.0599999,3.8,1.5,3.6930022,.01604278,.01928895
121,14,7,3,23872,2.76,0,1.8,2.6730537,5.52,3.5999999,1.5,3.6930022,.0083565461,.01928895
89,14,7,4,24670,2.6600001,0,1.75,2.6730537,5.3200002,3.5,2,3.6930022,.026490066,.01928895
32,26,7,8,28398,2.49,0,1.7,2.6730537,4.98,3.4000001,4,3.6930022,.028776979,.01928895
110,8,7,7,17083,2.74,.43000001,1.83,2.6730537,5.48,3.6600001,3.5,3.6930022,.024911031,.01928895
28,26,7,3,13589,2.96,0,1.9299999,2.6730537,5.9200001,3.8599999,1.5,3.6930022,.026785715,.01928895
111,8,7,12,25947,2.71,.33000001,1.78,2.6730537,5.4200001,3.5599999,6,3.6930022,.077922076,.01928895
21,26,7,2,16128,2.49,0,1.7,2.6730537,4.98,3.4000001,1,3.6930022,.0088495575,.01928895
73,18,7,8,26537,2.49,0,1.75,2.6730537,4.98,3.5,4,3.6930022,.03125,.01928895
117,35,7,5,14195,3.24,0,2.1900001,2.6730537,6.48,4.3800001,2.5,3.6930022,.028901733,.01928895
112,8,7,2,25739,2.9100001,0,1.87,2.6730537,5.8200002,3.74,1,3.6930022,.0048076925,.01928895
18,26,7,5,22978,2.49,0,1.7,2.6730537,4.98,3.4000001,2.5,3.6930022,.014285714,.01928895
122,14,7,11,28407,2.5699999,0,1.71,2.6730537,5.1399999,3.4200001,5.5,3.6930022,.028871391,.01928895
14,26,7,1,14942,2.49,0,1.7,2.6730537,4.98,3.4000001,.5,3.6930022,.0045248871,.01928895
113,8,7,4,19739,2.8399999,.5,1.87,2.6730537,5.6799998,3.74,2,3.6930022,.017467249,.01928895
94,44,7,5,18947,2.6199999,0,1.85,2.6730537,5.2399998,3.7,2.5,3.6930022,.021008404,.01928895
114,42,7,8,23807,2.8399999,0,2.03,2.6730537,5.6799998,4.0599999,4,3.6930022,.029962547,.01928895
101,46,7,3,27858,2.5799999,.67000002,1.84,2.6730537,5.1599998,3.6800001,1.5,3.6930022,.0078125,.01928895
12,39,7,13,27294,2.5,.079999998,1.9,2.6730537,5,3.8,6.5,3.6930022,.042763159,.01928895
81,41,7,3,27426,2.49,0,1.9,2.6730537,4.98,3.8,1.5,3.6930022,.0094339624,.01928895
12,26,7,2,28950,2.49,0,1.7,2.6730537,4.98,3.4000001,1,3.6930022,.0064308681,.01928895
72,18,7,2,17057,2.3299999,0,1.6799999,2.6730537,4.6599998,3.3599999,1,3.6930022,.011560693,.01928895
114,8,7,5,27621,2.45,.2,1.7,2.6730537,4.9000001,3.4000001,2.5,3.6930022,.016447369,.01928895
9,26,7,1,19010,2.49,0,1.7,2.6730537,4.98,3.4000001,.5,3.6930022,.0041322312,.01928895
53,48,7,1,15870,2.3800001,1,1.79,2.6730537,4.7600002,3.5799999,.5,3.6930022,.0074626864,.01928895
8,26,7,9,24477,2.8,0,1.85,2.6730537,5.5999999,3.7,4.5,3.6930022,.027439024,.01928895
115,8,7,4,15928,2.51,.25,1.73,2.6730537,5.02,3.46,2,3.6930022,.012944984,.01928895
123,14,7,4,29215,2.6600001,0,1.75,2.6730537,5.3200002,3.5,2,3.6930022,.012903226,.01928895
117,34,7,6,15947,2.7,.17,1.98,2.6730537,5.4000001,3.96,3,3.6930022,.033898305,.01928895
5,26,7,1,16908,2.49,0,1.7,2.6730537,4.98,3.4000001,.5,3.6930022,.0041841003,.01928895
116,8,7,4,15185,2.1900001,0,1.58,2.6730537,4.3800001,3.1600001,2,3.6930022,.018099548,.01928895
14,39,7,3,13945,2.49,0,1.9,2.6730537,4.98,3.8,1.5,3.6930022,.013574661,.01928895
71,2,7,1,18059,2.6500001,0,1.83,2.6730537,5.3000002,3.6600001,.5,3.6930022,.0041666669,.01928895
2,26,7,6,13834,2.72,0,1.8099999,2.6730537,5.4400001,3.6199999,3,3.6930022,.054054055,.01928895
117,8,7,6,14229,2.8399999,.5,1.87,2.6730537,5.6799998,3.74,3,3.6930022,.038709678,.01928895
117,18,7,3,13865,2.3299999,0,1.6799999,2.6730537,4.6599998,3.3599999,1.5,3.6930022,.016759777,.01928895
84,1,7,3,15345,2.6700001,0,1.78,2.6730537,5.3400002,3.5599999,1.5,3.6930022,.015306123,.01928895
71,18,7,5,17987,2.5899999,0,1.79,2.6730537,5.1799998,3.5799999,2.5,3.6930022,.029585799,.01928895
123,25,7,1,28390,2.49,0,1.66,2.6730537,4.98,3.3199999,.5,3.6930022,.0032679739,.01928895
118,8,7,5,13954,2.45,.2,1.7,2.6730537,4.9000001,3.4000001,2.5,3.6930022,.043478262,.01928895
113,42,7,1,15024,2.99,0,1.9,2.6730537,5.98,3.8,.5,3.6930022,.0058479533,.01928895
122,25,7,3,26684,2.96,0,1.9,2.6730537,5.9200001,3.8,1.5,3.6930022,.0084507046,.01928895
119,8,7,6,17346,2.4100001,.17,1.6799999,2.6730537,4.8200002,3.3599999,3,3.6930022,.031746034,.01928895
2,15,7,6,14936,2.76,0,1.8,2.6730537,5.52,3.5999999,3,3.6930022,.036809817,.01928895
121,25,7,4,22243,3.54,0,2.2,2.6730537,7.0799999,4.4000001,2,3.6930022,.011080332,.01928895
116,35,7,1,15695,2.49,0,1.9,2.6730537,4.98,3.8,.5,3.6930022,.0043290043,.01928895
121,8,7,3,20330,2.6199999,.33000001,1.78,2.6730537,5.2399998,3.5599999,1.5,3.6930022,.012658228,.01928895
119,25,7,7,18772,3.29,0,2.0799999,2.6730537,6.5799999,4.1599998,3.5,3.6930022,.035353534,.01928895
18,39,7,6,22060,2.49,0,1.9,2.6730537,4.98,3.8,3,3.6930022,.023166023,.01928895
70,18,7,9,22172,2.76,0,1.87,2.6730537,5.52,3.74,4.5,3.6930022,.033457249,.01928895
118,25,7,3,15901,2.96,0,1.9,2.6730537,5.9200001,3.8,1.5,3.6930022,.018181818,.01928895
122,8,7,5,24972,2.48,0,1.7,2.6730537,4.96,3.4000001,2.5,3.6930022,.010416667,.01928895
117,25,7,3,13305,2.49,0,1.66,2.6730537,4.98,3.3199999,1.5,3.6930022,.016304348,.01928895
123,8,7,9,26003,2.48,.22,1.71,2.6730537,4.96,3.4200001,4.5,3.6930022,.033333335,.01928895
112,42,7,6,24776,2.8099999,0,1.99,2.6730537,5.6199999,3.98,3,3.6930022,.01459854,.01928895
102,46,7,6,32848,2.6900001,.5,1.87,2.6730537,5.3800001,3.74,3,3.6930022,.012474013,.01928895
116,25,7,2,16431,3.8900001,0,2.3900001,2.6730537,7.7800002,4.7800002,1,3.6930022,.009708738,.01928895
2,9,7,5,13890,2.5599999,.2,1.7,2.6730537,5.1199999,3.4000001,2.5,3.6930022,.02538071,.01928895
72,47,7,3,13455,2.5799999,.67000002,1.84,2.6730537,5.1599998,3.6800001,1.5,3.6930022,.01764706,.01928895
105,40,7,8,21471,2.9000001,0,2.03,2.6730537,5.8000002,4.0599999,4,3.6930022,.026755853,.01928895
115,25,7,2,17826,2.49,0,1.66,2.6730537,4.98,3.3199999,1,3.6930022,.0057971017,.01928895
116,34,7,3,17193,2.49,0,1.9,2.6730537,4.98,3.8,1.5,3.6930022,.014423077,.01928895
5,9,7,2,17122,2.3299999,0,1.6,2.6730537,4.6599998,3.2,1,3.6930022,.0082644625,.01928895
21,39,7,2,15617,2.49,0,1.9,2.6730537,4.98,3.8,1,3.6930022,.0089285718,.01928895
90,14,7,1,18121,2.6500001,0,1.83,2.6730537,5.3000002,3.6600001,.5,3.6930022,.037037037,.01928895
114,25,7,10,26193,2.49,0,1.66,2.6730537,4.98,3.3199999,5,3.6930022,.034364261,.01928895
68,18,7,3,18704,2.76,0,1.87,2.6730537,5.52,3.74,1.5,3.6930022,.022058824,.01928895
5,15,7,4,16775,2.3299999,0,1.6,2.6730537,4.6599998,3.2,2,3.6930022,.016393442,.01928895
113,25,7,2,20795,3.1900001,0,2.02,2.6730537,6.3800001,4.04,1,3.6930022,.011695907,.01928895
8,9,7,8,28631,2.76,.38,1.8099999,2.6730537,5.52,3.6199999,4,3.6930022,.016000001,.01928895
44,34,7,2,18204,2.49,0,1.9,2.6730537,4.98,3.8,1,3.6930022,.0070921984,.01928895
52,48,7,3,17637,2.3800001,1,1.79,2.6730537,4.7600002,3.5799999,1.5,3.6930022,.0084507046,.01928895
122,48,7,9,25383,2.8299999,1,2,2.6730537,5.6599998,4,4.5,3.6930022,.017441861,.01928895
93,16,7,4,23129,2.98,0,1.9,2.6730537,5.96,3.8,2,3.6930022,.013937282,.01928895
112,25,7,1,28529,3.8900001,0,2.3900001,2.6730537,7.7800002,4.7800002,.5,3.6930022,.0019685039,.01928895
9,9,7,2,21402,2.9100001,.5,1.88,2.6730537,5.8200002,3.76,1,3.6930022,.011173184,.01928895
111,25,7,7,21750,2.6900001,0,1.76,2.6730537,5.3800001,3.52,3.5,3.6930022,.057377048,.01928895
12,9,7,6,28868,2.52,.17,1.7,2.6730537,5.04,3.4000001,3,3.6930022,.02020202,.01928895
48,34,7,7,13615,2.6700001,.14,1.97,2.6730537,5.3400002,3.9400001,3.5,3.6930022,.032863848,.01928895
111,42,7,5,19243,2.5899999,0,1.9,2.6730537,5.1799998,3.8,2.5,3.6930022,.047169812,.01928895
67,18,7,3,14076,2.3299999,0,1.6799999,2.6730537,4.6599998,3.3599999,1.5,3.6930022,.019736841,.01928895
110,25,7,7,16814,2.6900001,0,1.76,2.6730537,5.3800001,3.52,3.5,3.6930022,.029166667,.01928895
14,9,7,5,13965,2.3299999,0,1.59,2.6730537,4.6599998,3.1800001,2.5,3.6930022,.030487806,.01928895
28,39,7,2,12570,2.49,0,1.9,2.6730537,4.98,3.8,1,3.6930022,.011428571,.01928895
109,25,7,4,22634,2.8399999,0,1.84,2.6730537,5.6799998,3.6800001,2,3.6930022,.013245033,.01928895
8,15,7,8,25349,2.6600001,0,1.75,2.6730537,5.3200002,3.5,4,3.6930022,.03125,.01928895
107,1,7,1,19679,2.1900001,0,1.58,2.6730537,4.3800001,3.1600001,.5,3.6930022,.0037037036,.01928895
107,25,7,2,22162,3.1900001,0,2.02,2.6730537,6.3800001,4.04,1,3.6930022,.0071428572,.01928895
18,9,7,5,26981,2.79,.40000001,1.83,2.6730537,5.5799999,3.6600001,2.5,3.6930022,.017123288,.01928895
80,41,7,4,32316,2.74,0,1.9,2.6730537,5.48,3.8,2,3.6930022,.011173184,.01928895
21,9,7,5,17382,2.5599999,.2,1.71,2.6730537,5.1199999,3.4200001,2.5,3.6930022,.012285012,.01928895
40,34,7,8,21307,2.6500001,.13,1.96,2.6730537,5.3000002,3.9200001,4,3.6930022,.032786883,.01928895
106,25,7,1,13332,2.6500001,0,1.83,2.6730537,5.3000002,3.6600001,.5,3.6930022,.0054347827,.01928895
21,37,7,3,16352,2.49,0,1.9,2.6730537,4.98,3.8,1.5,3.6930022,.012875536,.01928895
116,18,7,3,16856,2.76,0,1.87,2.6730537,5.52,3.74,1.5,3.6930022,.014851485,.01928895
105,25,7,3,24354,3.4200001,0,2.1400001,2.6730537,6.8400002,4.2800002,1.5,3.6930022,.0078740157,.01928895
28,9,7,1,14320,2.3299999,0,1.6,2.6730537,4.6599998,3.2,.5,3.6930022,.0076335878,.01928895
64,18,7,2,13296,2.98,0,1.96,2.6730537,5.96,3.9200001,1,3.6930022,.01438849,.01928895
90,44,7,2,16928,2.6900001,0,1.87,2.6730537,5.3800001,3.74,1,3.6930022,.017699115,.01928895
103,46,7,1,24172,2.3800001,1,1.79,2.6730537,4.7600002,3.5799999,.5,3.6930022,.0031746032,.01928895
32,39,7,2,26128,2.49,0,1.9,2.6730537,4.98,3.8,1,3.6930022,.0080000004,.01928895
104,25,7,5,14014,2.49,0,1.66,2.6730537,4.98,3.3199999,2.5,3.6930022,.018050542,.01928895
115,34,7,1,17606,2.49,0,1.9,2.6730537,4.98,3.8,.5,3.6930022,.0028328612,.01928895
32,9,7,1,29997,2.3299999,0,1.6,2.6730537,4.6599998,3.2,.5,3.6930022,.00390625,.01928895
9,15,7,6,18172,2.9100001,.5,1.88,2.6730537,5.8200002,3.76,3,3.6930022,.032258064,.01928895
103,25,7,1,23664,3.8900001,0,2.3900001,2.6730537,7.7800002,4.7800002,.5,3.6930022,.0036101083,.01928895
110,42,7,1,16736,2.49,0,1.9,2.6730537,4.98,3.8,.5,3.6930022,.0035842294,.01928895
33,9,7,10,22839,3.1400001,.69999999,1.99,2.6730537,6.2800002,3.98,5,3.6930022,.05952381,.01928895
102,25,7,2,29815,2.49,0,1.66,2.6730537,4.98,3.3199999,1,3.6930022,.0047281324,.01928895
101,25,7,2,27283,3.1900001,0,2.02,2.6730537,6.3800001,4.04,1,3.6930022,.0051150895,.01928895
40,9,7,1,22551,3.48,1,2.1600001,2.6730537,6.96,4.3200002,.5,3.6930022,.0038314175,.01928895
62,18,7,4,15421,2.98,0,1.96,2.6730537,5.96,3.9200001,2,3.6930022,.016000001,.01928895
33,39,7,4,20594,2.52,.25,1.9,2.6730537,5.04,3.8,2,3.6930022,.01923077,.01928895
100,25,7,6,28675,2.72,0,1.78,2.6730537,5.4400001,3.5599999,3,3.6930022,.018348623,.01928895
44,9,7,2,18267,2.3299999,0,1.6,2.6730537,4.6599998,3.2,1,3.6930022,.0078125,.01928895
109,42,7,1,18784,2.49,0,1.9,2.6730537,4.98,3.8,.5,3.6930022,.0040983604,.01928895
12,15,7,7,28466,2.52,0,1.6900001,2.6730537,5.04,3.3800001,3.5,3.6930022,.023255814,.01928895
91,14,7,4,17380,2.3299999,0,1.6,2.6730537,4.6599998,3.2,2,3.6930022,.029629629,.01928895
98,25,7,3,29263,2.49,0,1.66,2.6730537,4.98,3.3199999,1.5,3.6930022,.0061728396,.01928895
117,48,7,4,14986,2.6900001,.5,1.87,2.6730537,5.3800001,3.74,2,3.6930022,.018957347,.01928895
45,9,7,5,14332,2.79,.40000001,1.83,2.6730537,5.5799999,3.6600001,2.5,3.6930022,.021459227,.01928895
97,25,7,2,14626,3.1900001,0,2.02,2.6730537,6.3800001,4.04,1,3.6930022,.0082987556,.01928895
51,48,7,3,16242,2.79,.33000001,1.89,2.6730537,5.5799999,3.78,1.5,3.6930022,.010948905,.01928895
47,9,7,4,14298,2.6199999,.25,1.74,2.6730537,5.2399998,3.48,2,3.6930022,.017467249,.01928895
106,40,7,3,10718,2.49,0,1.9,2.6730537,4.98,3.8,1.5,3.6930022,.01775148,.01928895
72,16,7,4,17022,2.98,0,1.9,2.6730537,5.96,3.8,2,3.6930022,.033613447,.01928895
95,25,7,6,17796,2.72,0,1.78,2.6730537,5.4400001,3.5599999,3,3.6930022,.041666668,.01928895
59,18,7,3,12846,3.2,0,2.0599999,2.6730537,6.4000001,4.1199999,1.5,3.6930022,.021276595,.01928895
40,39,7,5,19044,2.49,0,1.9,2.6730537,4.98,3.8,2.5,3.6930022,.020080321,.01928895
94,25,7,4,19236,3.1900001,0,2.02,2.6730537,6.3800001,4.04,2,3.6930022,.020725388,.01928895
48,9,7,5,12030,2.45,.2,1.7,2.6730537,4.9000001,3.4000001,2.5,3.6930022,.044642858,.01928895
101,47,7,7,26004,2.8599999,.86000001,1.99,2.6730537,5.7199998,3.98,3.5,3.6930022,.011437909,.01928895
93,25,7,6,23495,3.1900001,0,2.02,2.6730537,6.3800001,4.04,3,3.6930022,.030303031,.01928895
49,9,7,2,12841,2.3299999,0,1.6,2.6730537,4.6599998,3.2,1,3.6930022,.0099999998,.01928895
91,41,7,5,20789,2.49,0,1.9,2.6730537,4.98,3.8,2.5,3.6930022,.019841271,.01928895
109,44,7,7,21148,2.47,0,1.8099999,2.6730537,4.9400001,3.6199999,3.5,3.6930022,.022012578,.01928895
92,25,7,2,18106,2.49,0,1.66,2.6730537,4.98,3.3199999,1,3.6930022,.010928961,.01928895
114,34,7,11,27026,2.8299999,.27000001,2.03,2.6730537,5.6599998,4.0599999,5.5,3.6930022,.028720627,.01928895
104,46,7,4,15168,2.6900001,.5,1.87,2.6730537,5.3800001,3.74,2,3.6930022,.014869888,.01928895
50,9,7,8,12968,2.76,.38,1.8099999,2.6730537,5.52,3.6199999,4,3.6930022,.054421768,.01928895
14,15,7,1,16037,2.3299999,0,1.6,2.6730537,4.6599998,3.2,.5,3.6930022,.0052356021,.01928895
104,47,7,3,12983,2.79,.33000001,1.89,2.6730537,5.5799999,3.78,1.5,3.6930022,.0093457941,.01928895
91,25,7,4,15327,2.8399999,0,1.84,2.6730537,5.6799998,3.6800001,2,3.6930022,.027972028,.01928895
56,18,7,4,15114,3.3099999,0,2.0999999,2.6730537,6.6199999,4.1999998,2,3.6930022,.022988506,.01928895
107,42,7,2,17355,2.49,0,1.9,2.6730537,4.98,3.8,1,3.6930022,.0076335878,.01928895
90,25,7,1,15577,2.6500001,0,1.83,2.6730537,5.3000002,3.6600001,.5,3.6930022,.00729927,.01928895
51,9,7,1,18263,2.3299999,0,1.6,2.6730537,4.6599998,3.2,.5,3.6930022,.0043103448,.01928895
44,39,7,2,16530,2.49,0,1.9,2.6730537,4.98,3.8,1,3.6930022,.010362694,.01928895
89,25,7,3,22448,3.4200001,0,2.1400001,2.6730537,6.8400002,4.2800002,1.5,3.6930022,.029702971,.01928895
52,9,7,3,19333,2.71,.33000001,1.79,2.6730537,5.4200001,3.5799999,1.5,3.6930022,.010989011,.01928895
80,44,7,5,24855,2.8699999,0,1.91,2.6730537,5.7399998,3.8199999,2.5,3.6930022,.014705882,.01928895
81,45,7,1,22610,2.3800001,0,1.79,2.6730537,4.7600002,3.5799999,.5,3.6930022,.0057471264,.01928895
86,25,7,2,20197,2.49,0,1.66,2.6730537,4.98,3.3199999,1,3.6930022,.010256411,.01928895
109,1,7,8,22043,3.1400001,0,1.95,2.6730537,6.2800002,3.9000001,4,3.6930022,.02631579,.01928895
18,15,7,5,24368,2.5599999,.2,1.71,2.6730537,5.1199999,3.4200001,2.5,3.6930022,.01633987,.01928895
53,9,7,6,16812,2.52,.17,1.7,2.6730537,5.04,3.4000001,3,3.6930022,.034482758,.01928895
115,18,7,3,17865,3.2,0,2.0599999,2.6730537,6.4000001,4.1199999,1.5,3.6930022,.0093167704,.01928895
84,25,7,3,15344,2.49,0,1.66,2.6730537,4.98,3.3199999,1.5,3.6930022,.013574661,.01928895
54,18,7,3,15703,3.2,0,2.0599999,2.6730537,6.4000001,4.1199999,1.5,3.6930022,.014925373,.01928895
54,9,7,2,15610,2.9100001,.5,1.88,2.6730537,5.8200002,3.76,1,3.6930022,.0072463769,.01928895
83,25,7,6,23928,2.96,0,1.9,2.6730537,5.9200001,3.8,3,3.6930022,.029850746,.01928895
47,45,7,1,13722,2.3800001,0,1.79,2.6730537,4.7600002,3.5799999,.5,3.6930022,.0069930069,.01928895
45,39,7,3,13646,2.49,0,1.9,2.6730537,4.98,3.8,1.5,3.6930022,.01734104,.01928895
59,44,7,3,15680,2.3800001,0,1.79,2.6730537,4.7600002,3.5799999,1.5,3.6930022,.015873017,.01928895
81,25,7,2,23818,2.49,0,1.66,2.6730537,4.98,3.3199999,1,3.6930022,.0086956518,.01928895
56,9,7,2,15681,2.9100001,.5,1.88,2.6730537,5.8200002,3.76,1,3.6930022,.0077220076,.01928895
106,42,7,1,10731,2.6500001,0,1.83,2.6730537,5.3000002,3.6600001,.5,3.6930022,.0071428572,.01928895
21,15,7,7,16338,2.52,0,1.6900001,2.6730537,5.04,3.3800001,3.5,3.6930022,.043209877,.01928895
80,25,7,4,25986,2.8399999,0,1.84,2.6730537,5.6799998,3.6800001,2,3.6930022,.014035088,.01928895
92,36,7,7,17620,2.49,0,1.9,2.6730537,4.98,3.8,3.5,3.6930022,.040697675,.01928895
59,9,7,3,14546,3.0999999,.67000002,1.98,2.6730537,6.1999998,3.96,1.5,3.6930022,.017045455,.01928895
78,25,7,1,17797,2.49,0,1.66,2.6730537,4.98,3.3199999,.5,3.6930022,.0054945056,.01928895
53,18,7,4,15818,2.98,0,1.96,2.6730537,5.96,3.9200001,2,3.6930022,.029850746,.01928895
62,9,7,5,15522,2.79,.40000001,1.83,2.6730537,5.5799999,3.6600001,2.5,3.6930022,.019157087,.01928895
77,25,7,5,16583,2.77,0,1.8099999,2.6730537,5.54,3.6199999,2.5,3.6930022,.023041476,.01928895
50,48,7,3,12696,2.3800001,1,1.79,2.6730537,4.7600002,3.5799999,1.5,3.6930022,.023622047,.01928895
78,41,7,8,23754,2.55,0,1.9,2.6730537,5.0999999,3.8,4,3.6930022,.028673835,.01928895
113,48,7,4,20917,2.3800001,1,1.79,2.6730537,4.7600002,3.5799999,2,3.6930022,.013651877,.01928895
76,25,7,1,25043,2.6500001,0,1.83,2.6730537,5.3000002,3.6600001,.5,3.6930022,.037037037,.01928895
64,9,7,3,12251,3.05,.67000002,1.97,2.6730537,6.0999999,3.9400001,1.5,3.6930022,.02189781,.01928895
102,45,7,6,33186,2.48,0,1.8200001,2.6730537,4.96,3.6400001,3,3.6930022,.012931035,.01928895
105,46,7,4,24849,2.72,1,1.95,2.6730537,5.4400001,3.9000001,2,3.6930022,.010958904,.01928895
47,39,7,1,12070,2.49,0,1.9,2.6730537,4.98,3.8,.5,3.6930022,.0086206896,.01928895
75,25,7,3,24904,2.96,0,1.9,2.6730537,5.9200001,3.8,1.5,3.6930022,.024193548,.01928895
113,34,7,6,21687,2.9100001,.33000001,2.0599999,2.6730537,5.8200002,4.1199999,3,3.6930022,.027272727,.01928895
52,18,7,1,19524,2.3299999,0,1.6799999,2.6730537,4.6599998,3.3599999,.5,3.6930022,.005076142,.01928895
74,25,7,6,22774,3.1900001,0,2.02,2.6730537,6.3800001,4.04,3,3.6930022,.019607844,.01928895
