store,week,product,quantity,count,price,promotion,cost,price_carton,price_50tab_equiv,cost_50tab_equiv,quantity_50tab_equiv,cost_50tab_equiv_mean,market_share,market_share_mean
115,26,2,18,17084,4.9000001,.44,3.76,4.9420233,4.9000001,3.76,18,3.6719291,.10344828,.15601866
28,1,2,14,13546,4.6399999,0,3.46,4.9420233,4.6399999,3.46,14,3.6719291,.14358975,.15601866
94,46,2,18,20237,5.0999999,0,3.78,4.9420233,5.0999999,3.78,18,3.6719291,.14693877,.15601866
119,2,2,21,16660,4.5900002,.38,3.4100001,4.9420233,4.5900002,3.4100001,21,3.6719291,.20792079,.15601866
86,14,2,25,22853,5.2399998,0,3.6700001,4.9420233,5.2399998,3.6700001,25,3.6719291,.20325203,.15601866
49,8,2,6,10859,4.8699999,0,3.3399999,4.9420233,4.8699999,3.3399999,6,3.6719291,.12244898,.15601866
114,26,2,16,26766,5.0300002,.69,3.6800001,4.9420233,5.0300002,3.6800001,16,3.6719291,.093294464,.15601866
8,43,2,29,28344,5.1500001,0,3.75,4.9420233,5.1500001,3.75,29,3.6719291,.18296529,.15601866
50,8,2,7,11627,4.7600002,0,3.3199999,4.9420233,4.7600002,3.3199999,7,3.6719291,.071065992,.15601866
113,26,2,16,20489,5.0700002,.19,3.8299999,4.9420233,5.0700002,3.8299999,16,3.6719291,.13793103,.15601866
121,18,2,20,23110,4.8600001,0,3.9300001,4.9420233,4.8600001,3.9300001,20,3.6719291,.10899182,.15601866
119,48,2,20,16704,5.1500001,0,3.6900001,4.9420233,5.1500001,3.6900001,20,3.6719291,.16260162,.15601866
111,44,2,5,25910,5.23,0,3.8599999,4.9420233,5.23,3.8599999,5,3.6719291,.093457945,.15601866
44,44,2,10,17511,5.1900001,0,3.78,4.9420233,5.1900001,3.78,10,3.6719291,.099502489,.15601866
51,8,2,17,15628,4.77,0,3.46,4.9420233,4.77,3.46,17,3.6719291,.16831683,.15601866
70,44,2,24,22509,4.8200002,0,3.74,4.9420233,4.8200002,3.74,24,3.6719291,.17977528,.15601866
112,26,2,29,28417,4.8000002,.28,3.8299999,4.9420233,4.8000002,3.8299999,29,3.6719291,.10943396,.15601866
67,20,2,8,13679,5.2399998,0,3.77,4.9420233,5.2399998,3.77,8,3.6719291,.09142857,.15601866
115,38,2,21,18046,4.71,0,3.6700001,4.9420233,4.71,3.6700001,21,3.6719291,.13680781,.15601866
77,34,2,17,18489,5.0500002,0,3.6700001,4.9420233,5.0500002,3.6700001,17,3.6719291,.16585366,.15601866
52,8,2,11,16513,4.9299998,0,3.4400001,4.9420233,4.9299998,3.4400001,11,3.6719291,.14193548,.15601866
111,26,2,19,23271,5.0799999,.20999999,3.9300001,4.9420233,5.0799999,3.9300001,19,3.6719291,.2345679,.15601866
89,14,2,12,24670,5.1199999,0,3.48,4.9420233,5.1199999,3.48,12,3.6719291,.1589404,.15601866
33,2,2,11,21793,4.4299998,.55000001,3.47,4.9420233,4.4299998,3.47,11,3.6719291,.14864865,.15601866
110,26,2,19,16219,5,.25999999,3.9100001,4.9420233,5,3.9100001,19,3.6719291,.1557377,.15601866
93,5,3,11,18002,6.6999998,0,5.4200001,7.0160675,3.3499999,2.71,22,2.8774116,.20754717,.20149523
53,8,3,7,14508,6.6599998,0,5.1799998,7.0160675,3.3299999,2.5899999,14,2.8774116,.17610063,.20149523
33,2,3,4,21793,6.4000001,0,5.3200002,7.0160675,3.2,2.6600001,8,2.8774116,.10810811,.20149523
109,26,3,19,22384,8.1499996,0,5.9200001,7.0160675,4.0749998,2.96,38,2.8774116,.18952619,.20149523
84,29,3,11,16152,7.4699998,0,5.8400002,7.0160675,3.7349999,2.9200001,22,2.8774116,.14012739,.20149523
119,2,3,7,16660,6.2800002,0,5.3400002,7.0160675,3.1400001,2.6700001,14,2.8774116,.13861386,.20149523
64,20,3,6,13039,7.6399999,0,5.8400002,7.0160675,3.8199999,2.9200001,12,2.8774116,.14814815,.20149523
5,43,3,20,18149,7.1399999,0,6.1799998,7.0160675,3.5699999,3.0899999,40,2.8774116,.24691358,.20149523
28,40,3,7,12277,6.6199999,0,5.9499998,7.0160675,3.3099999,2.9749999,14,2.8774116,.20289855,.20149523
107,26,3,11,21462,7.1199999,0,5.6999998,7.0160675,3.5599999,2.8499999,22,2.8774116,.14569536,.20149523
118,18,3,19,15678,7.5999999,0,5.6399999,7.0160675,3.8,2.8199999,38,2.8774116,.45508981,.20149523
115,38,3,17,18046,7.0100002,0,6.27,7.0160675,3.5050001,3.135,34,2.8774116,.22149837,.20149523
54,8,3,10,14165,6.98,0,5.5100002,7.0160675,3.49,2.7550001,20,2.8774116,.23391813,.20149523
56,16,3,5,15473,7.6300001,0,5.6100001,7.0160675,3.8150001,2.8050001,10,2.8774116,.12195122,.20149523
107,1,3,11,19679,6.75,0,5.52,7.0160675,3.375,2.76,22,2.8774116,.16296296,.20149523
80,44,3,11,24855,6.8400002,0,6.0799999,7.0160675,3.4200001,3.04,22,2.8774116,.12941177,.20149523
52,8,3,9,16513,7.5700002,0,5.46,7.0160675,3.7850001,2.73,18,2.8774116,.23225807,.20149523
47,37,3,3,12804,7.8899999,0,6.4499998,7.0160675,3.9449999,3.2249999,6,2.8774116,.084507041,.20149523
18,6,3,13,24089,6.5100002,0,5.25,7.0160675,3.2550001,2.625,26,2.8774116,.13756613,.20149523
92,41,3,13,23153,7.21,0,6.1799998,7.0160675,3.605,3.0899999,26,2.8774116,.25615764,.20149523
106,26,3,7,12593,6.8299999,0,5.54,7.0160675,3.415,2.77,14,2.8774116,.098939933,.20149523
93,19,3,6,23125,6.0599999,.67000002,5.54,7.0160675,3.03,2.77,12,2.8774116,.099585064,.20149523
111,26,3,7,23271,6.9299998,0,5.6599998,7.0160675,3.4649999,2.8299999,14,2.8774116,.17283951,.20149523
56,8,3,6,13966,6.8200002,0,5.5100002,7.0160675,3.4100001,2.7550001,12,2.8774116,.15000001,.20149523
76,16,3,11,26235,7.3899999,0,5.4099998,7.0160675,3.6949999,2.7049999,22,2.8774116,.18565401,.20149523
86,47,3,17,19460,5.98,.52999997,5.8000002,7.0160675,2.99,2.9000001,34,2.8774116,.23943663,.20149523
68,31,3,12,18040,7.4200001,0,5.79,7.0160675,3.71,2.895,24,2.8774116,.32214764,.20149523
116,38,3,6,16703,6.54,0,5.98,7.0160675,3.27,2.99,12,2.8774116,.079734221,.20149523
119,18,3,14,15932,7.1500001,0,5.5300002,7.0160675,3.575,2.7650001,28,2.8774116,.28140703,.20149523
94,12,3,8,18960,7.0799999,0,5.6399999,7.0160675,3.54,2.8199999,16,2.8774116,.16494845,.20149523
90,14,3,1,18121,7.1300001,0,5.75,7.0160675,3.5650001,2.875,2,2.8774116,.14814815,.20149523
105,26,3,13,24244,7.0700002,0,5.6199999,7.0160675,3.5350001,2.8099999,26,2.8774116,.13164558,.20149523
64,21,3,7,15213,7.5599999,0,5.6799998,7.0160675,3.78,2.8399999,14,2.8774116,.25,.20149523
112,26,3,34,28417,7.1900001,0,5.8600001,7.0160675,3.595,2.9300001,68,2.8774116,.25660378,.20149523
59,8,3,5,11821,7.0100002,0,5.6100001,7.0160675,3.5050001,2.8050001,10,2.8774116,.15037593,.20149523
94,44,3,15,18947,7.1900001,0,6.2399998,7.0160675,3.595,3.1199999,30,2.8774116,.25210086,.20149523
51,8,3,13,15628,6.8499999,0,5.5300002,7.0160675,3.425,2.7650001,26,2.8774116,.25742576,.20149523
76,34,3,14,24792,6.6300001,.5,5.79,7.0160675,3.3150001,2.895,28,2.8774116,.24242425,.20149523
104,26,3,3,13882,7.3899999,0,5.8400002,7.0160675,3.6949999,2.9200001,6,2.8774116,.052401748,.20149523
83,48,3,20,26447,6.27,.60000002,5.9400001,7.0160675,3.135,2.97,40,2.8774116,.25316456,.20149523
75,13,3,12,23985,7.73,0,5.5900002,7.0160675,3.865,2.7950001,24,2.8774116,.25668448,.20149523
44,1,3,12,16030,7.1999998,0,5.6599998,7.0160675,3.5999999,2.8299999,24,2.8774116,.25945947,.20149523
117,18,3,15,13865,7.6500001,0,5.7800002,7.0160675,3.825,2.8900001,30,2.8774116,.33519554,.20149523
110,2,3,14,17645,7.1900001,0,5.7600002,7.0160675,3.595,2.8800001,28,2.8774116,.1891892,.20149523
94,40,3,8,17748,7.1700001,0,6.2399998,7.0160675,3.585,3.1199999,16,2.8774116,.12851405,.20149523
62,8,3,6,11408,6.6799998,0,5.23,7.0160675,3.3399999,2.615,12,2.8774116,.15584415,.20149523
103,26,3,14,23953,6.9000001,0,5.9200001,7.0160675,3.45,2.96,28,2.8774116,.16045845,.20149523
67,20,3,9,13679,6.8200002,0,5.73,7.0160675,3.4100001,2.865,18,2.8774116,.20571429,.20149523
62,21,3,13,16637,7.8499999,0,5.8800001,7.0160675,3.925,2.9400001,26,2.8774116,.24880382,.20149523
70,44,3,10,22509,7.21,0,6.29,7.0160675,3.605,3.145,20,2.8774116,.14981273,.20149523
62,20,3,14,15380,8.1499996,0,5.8000002,7.0160675,4.0749998,2.9000001,28,2.8774116,.28140703,.20149523
9,42,3,8,16307,7.2800002,0,6.2399998,7.0160675,3.6400001,3.1199999,16,2.8774116,.23880596,.20149523
93,4,3,11,18002,6.6999998,0,5.4200001,7.0160675,3.3499999,2.71,22,2.8774116,.20754717,.20149523
62,48,3,13,13874,6.73,.38,6.0300002,7.0160675,3.365,3.0150001,26,2.8774116,.1704918,.20149523
113,26,3,6,20489,7.8899999,0,5.8499999,7.0160675,3.9449999,2.925,12,2.8774116,.10344828,.20149523
50,8,3,10,11627,6.6399999,0,5.3699999,7.0160675,3.3199999,2.6849999,20,2.8774116,.20304568,.20149523
64,8,3,6,12251,6.77,0,5.3400002,7.0160675,3.385,2.6700001,12,2.8774116,.17518248,.20149523
102,26,3,20,29999,7.0700002,0,5.9400001,7.0160675,3.5350001,2.97,40,2.8774116,.17057569,.20149523
9,44,3,7,19399,7.5599999,0,6.29,7.0160675,3.78,3.145,14,2.8774116,.13861386,.20149523
91,14,3,12,17380,7.04,0,5.1900001,7.0160675,3.52,2.595,24,2.8774116,.35555556,.20149523
95,46,3,8,16272,7.1199999,0,5.9400001,7.0160675,3.5599999,2.97,16,2.8774116,.25396827,.20149523
121,18,3,24,23110,6.9400001,0,5.75,7.0160675,3.47,2.875,48,2.8774116,.26158038,.20149523
2,43,3,8,14280,6.8400002,0,6,7.0160675,3.4200001,3,16,2.8774116,.24615385,.20149523
77,34,3,9,18489,6.29,.67000002,5.6399999,7.0160675,3.145,2.8199999,18,2.8774116,.17560975,.20149523
104,48,3,19,13897,6.1199999,.74000001,5.8899999,7.0160675,3.0599999,2.9449999,38,2.8774116,.22686568,.20149523
95,40,3,4,15694,7.4899998,0,6.1799998,7.0160675,3.7449999,3.0899999,8,2.8774116,.10738255,.20149523
8,43,3,11,28344,6.9299998,0,6.0799999,7.0160675,3.4649999,3.04,22,2.8774116,.13880126,.20149523
67,8,3,9,14569,6.7199998,0,5.4099998,7.0160675,3.3599999,2.7049999,18,2.8774116,.19565217,.20149523
94,46,3,10,20237,7.21,0,6.0100002,7.0160675,3.605,3.0050001,20,2.8774116,.1632653,.20149523
86,14,3,10,22853,7.0900002,0,5.1500001,7.0160675,3.5450001,2.575,20,2.8774116,.16260162,.20149523
101,26,3,26,26331,7.1100001,0,5.8800001,7.0160675,3.5550001,2.9400001,52,2.8774116,.21757323,.20149523
95,12,3,7,17013,6.96,0,5.3200002,7.0160675,3.48,2.6600001,14,2.8774116,.22222222,.20149523
32,3,3,11,21845,7.1399999,0,5.5599999,7.0160675,3.5699999,2.78,22,2.8774116,.18257262,.20149523
116,18,3,14,16856,7.3499999,0,5.6599998,7.0160675,3.675,2.8299999,28,2.8774116,.27722773,.20149523
45,45,3,7,14021,7.4299998,0,6.3000002,7.0160675,3.7149999,3.1500001,14,2.8774116,.18791947,.20149523
114,26,3,20,26766,7.2399998,0,6.1599998,7.0160675,3.6199999,3.0799999,40,2.8774116,.23323615,.20149523
81,36,3,4,21244,7.6199999,0,6.2800002,7.0160675,3.8099999,3.1400001,8,2.8774116,.076555021,.20149523
49,8,3,2,10859,6.5799999,0,5.3800001,7.0160675,3.29,2.6900001,4,2.8774116,.081632651,.20149523
68,8,3,7,17671,6.8699999,0,5.3099999,7.0160675,3.4349999,2.655,14,2.8774116,.15053764,.20149523
40,2,3,11,19387,6.2600002,0,5.3299999,7.0160675,3.1300001,2.665,22,2.8774116,.1641791,.20149523
117,38,3,7,15534,7.3499999,0,6.2199998,7.0160675,3.675,3.1099999,14,2.8774116,.13333334,.20149523
33,38,3,5,22377,7.8299999,0,6.3000002,7.0160675,3.915,3.1500001,10,2.8774116,.11111111,.20149523
105,45,3,21,24817,6.7399998,0,6.1100001,7.0160675,3.3699999,3.0550001,42,2.8774116,.24207492,.20149523
100,26,3,20,28538,7.4899998,0,5.7600002,7.0160675,3.7449999,2.8800001,40,2.8774116,.23255815,.20149523
9,16,3,6,19921,7.3899999,0,5.5500002,7.0160675,3.6949999,2.7750001,12,2.8774116,.12307692,.20149523
21,17,3,11,16672,7.4400001,0,5.5999999,7.0160675,3.72,2.8,22,2.8774116,.20754717,.20149523
105,16,3,24,25886,6.98,0,5.4699998,7.0160675,3.49,2.7349999,48,2.8774116,.2264151,.20149523
40,4,3,16,18566,6.8699999,0,5.5999999,7.0160675,3.4349999,2.8,32,2.8774116,.26337448,.20149523
59,21,3,16,13517,6.4299998,.75,5.7199998,7.0160675,3.2149999,2.8599999,32,2.8774116,.33160621,.20149523
70,8,3,19,21630,6.9499998,0,5.4499998,7.0160675,3.4749999,2.7249999,38,2.8774116,.23170732,.20149523
75,34,3,13,24220,7.46,.38,6,7.0160675,3.73,3,26,2.8774116,.22033899,.20149523
98,26,3,28,28422,6.96,0,5.7600002,7.0160675,3.48,2.8800001,56,2.8774116,.20512821,.20149523
86,29,3,6,20744,6.9400001,0,5.5700002,7.0160675,3.47,2.7850001,12,2.8774116,.077419356,.20149523
92,14,3,11,17804,6.96,0,5.6599998,7.0160675,3.48,2.8299999,22,2.8774116,.26993865,.20149523
115,26,3,14,17084,7.0100002,0,5.8600001,7.0160675,3.5050001,2.9300001,28,2.8774116,.16091955,.20149523
97,26,3,15,15537,7.4299998,0,5.9000001,7.0160675,3.7149999,2.95,30,2.8774116,.30150753,.20149523
118,13,3,15,14612,6.6399999,.47,5.7600002,7.0160675,3.3199999,2.8800001,30,2.8774116,.40268457,.20149523
44,44,3,10,17511,6.9699998,0,6.1599998,7.0160675,3.4849999,3.0799999,20,2.8774116,.19900498,.20149523
115,18,3,22,17865,7.0999999,0,5.6199999,7.0160675,3.55,2.8099999,44,2.8774116,.27329192,.20149523
114,38,3,13,26516,6.8400002,0,6.1900001,7.0160675,3.4200001,3.095,26,2.8774116,.15249267,.20149523
71,8,3,7,17190,7.5700002,0,5.5100002,7.0160675,3.7850001,2.7550001,14,2.8774116,.14659686,.20149523
84,45,3,7,17727,7.1300001,0,6.1599998,7.0160675,3.5650001,3.0799999,14,2.8774116,.14358975,.20149523
48,8,3,6,12030,6.77,0,5.3400002,7.0160675,3.385,2.6700001,12,2.8774116,.21428572,.20149523
95,26,3,8,17541,7.29,0,5.54,7.0160675,3.645,2.77,16,2.8774116,.2147651,.20149523
74,35,3,20,22486,6.96,.40000001,5.9899998,7.0160675,3.48,2.9949999,40,2.8774116,.28673837,.20149523
14,6,3,13,14950,7.4899998,0,5.46,7.0160675,3.7449999,2.73,26,2.8774116,.19402985,.20149523
68,47,3,7,17435,6.02,.43000001,5.8000002,7.0160675,3.01,2.9000001,14,2.8774116,.1891892,.20149523
123,42,3,15,25454,7.23,0,6.1100001,7.0160675,3.615,3.0550001,30,2.8774116,.22471911,.20149523
109,37,3,12,21935,8.3599997,0,6.4099998,7.0160675,4.1799998,3.2049999,24,2.8774116,.18972331,.20149523
74,13,3,18,22445,6.6799998,0,5.4200001,7.0160675,3.3399999,2.71,36,2.8774116,.30901289,.20149523
97,12,3,9,14000,5.75,.88999999,5.3200002,7.0160675,2.875,2.6600001,18,2.8774116,.24827586,.20149523
72,8,3,7,15481,6.96,0,5.29,7.0160675,3.48,2.645,14,2.8774116,.21705426,.20149523
122,31,3,30,25590,6.8899999,0,5.9000001,7.0160675,3.4449999,2.95,60,2.8774116,.27713627,.20149523
114,18,3,31,26340,7.21,0,5.8499999,7.0160675,3.605,2.925,62,2.8774116,.33604336,.20149523
94,26,3,12,18706,7.5700002,0,5.9099998,7.0160675,3.7850001,2.9549999,24,2.8774116,.17977528,.20149523
116,26,3,8,17905,7.4699998,0,5.77,7.0160675,3.7349999,2.885,16,2.8774116,.15763547,.20149523
97,3,3,8,13001,7.1500001,0,5.75,7.0160675,3.575,2.875,16,2.8774116,.2,.20149523
113,47,3,12,19598,6.4499998,.67000002,6.0300002,7.0160675,3.2249999,3.0150001,24,2.8774116,.18113208,.20149523
118,38,3,7,15169,7.7800002,0,6.3499999,7.0160675,3.8900001,3.175,14,2.8774116,.20437956,.20149523
18,17,3,19,17741,7.3099999,0,5.48,7.0160675,3.655,2.74,38,2.8774116,.21776505,.20149523
122,18,3,36,26847,6.79,0,5.5999999,7.0160675,3.395,2.8,72,2.8774116,.33333334,.20149523
47,8,3,9,12304,7.0999999,0,5.5700002,7.0160675,3.55,2.7850001,18,2.8774116,.24827586,.20149523
73,8,3,16,26086,6.3099999,0,5.23,7.0160675,3.155,2.615,32,2.8774116,.20447284,.20149523
115,48,3,19,16942,5.9699998,.74000001,5.8400002,7.0160675,2.9849999,2.9200001,38,2.8774116,.20821919,.20149523
93,26,3,10,22803,7.1500001,0,5.6199999,7.0160675,3.575,2.8099999,20,2.8774116,.14814815,.20149523
56,32,3,9,14278,5.98,.77999997,5.4699998,7.0160675,2.99,2.7349999,18,2.8774116,.19354838,.20149523
93,14,3,24,20384,5.7199998,.5,5.3400002,7.0160675,2.8599999,2.6700001,48,2.8774116,.41201717,.20149523
52,33,3,20,18209,7.5,.34999999,5.98,7.0160675,3.75,2.99,40,2.8774116,.25,.20149523
92,26,3,6,18270,7.3899999,0,5.8400002,7.0160675,3.6949999,2.9200001,12,2.8774116,.13407822,.20149523
64,48,3,7,12737,6.8600001,.56999999,6.21,7.0160675,3.4300001,3.105,14,2.8774116,.12334802,.20149523
76,37,3,6,23872,7.54,0,6.29,7.0160675,3.77,3.145,12,2.8774116,.090566039,.20149523
68,36,3,13,18575,7.4400001,0,5.8400002,7.0160675,3.72,2.9200001,26,2.8774116,.29545453,.20149523
84,14,3,11,17232,7.5300002,0,5.2800002,7.0160675,3.7650001,2.6400001,22,2.8774116,.26035503,.20149523
74,8,3,12,21237,6.96,0,5.48,7.0160675,3.48,2.74,24,2.8774116,.18897638,.20149523
111,44,3,6,25910,7.1900001,0,6.1500001,7.0160675,3.595,3.075,12,2.8774116,.22429906,.20149523
80,43,3,22,26282,7.4699998,0,6.3200002,7.0160675,3.7349999,3.1600001,44,2.8774116,.22506393,.20149523
91,26,3,10,15327,7.48,0,5.9000001,7.0160675,3.74,2.95,20,2.8774116,.27972028,.20149523
117,26,3,11,14664,7.7199998,0,5.79,7.0160675,3.8599999,2.895,22,2.8774116,.25882354,.20149523
32,2,3,15,26008,6.7199998,0,5.3899999,7.0160675,3.3599999,2.6949999,30,2.8774116,.21897811,.20149523
113,18,3,9,21486,7.3200002,0,5.73,7.0160675,3.6600001,2.865,18,2.8774116,.21428572,.20149523
91,41,3,10,20789,6.9400001,0,6.0500002,7.0160675,3.47,3.0250001,20,2.8774116,.15873016,.20149523
56,21,3,1,17073,7.6900001,0,5.5500002,7.0160675,3.845,2.7750001,2,2.8774116,.027027028,.20149523
110,35,3,9,15953,6.5300002,.56,5.7600002,7.0160675,3.2650001,2.8800001,18,2.8774116,.16589862,.20149523
45,8,3,1,13370,5.8699999,0,4.9899998,7.0160675,2.9349999,2.4949999,2,2.8774116,.14285715,.20149523
75,8,3,7,22599,7.7800002,0,5.6399999,7.0160675,3.8900001,2.8199999,14,2.8774116,.14583333,.20149523
44,2,3,16,15405,6.8299999,0,5.5599999,7.0160675,3.415,2.78,32,2.8774116,.31999999,.20149523
90,26,3,6,14968,6.4400001,0,5.5300002,7.0160675,3.22,2.7650001,12,2.8774116,.17910448,.20149523
103,19,3,20,24736,6.6300001,.44999999,5.8600001,7.0160675,3.3150001,2.9300001,40,2.8774116,.24390244,.20149523
70,31,3,3,21154,6.8600001,0,5.8400002,7.0160675,3.4300001,2.9200001,6,2.8774116,.060301509,.20149523
89,29,3,1,22684,7.1300001,0,5.75,7.0160675,3.5650001,2.875,2,2.8774116,.028571429,.20149523
119,38,3,4,18295,7.8400002,0,6.4099998,7.0160675,3.9200001,3.2049999,8,2.8774116,.093567252,.20149523
103,1,3,7,23534,6.2600002,0,5.3600001,7.0160675,3.1300001,2.6800001,14,2.8774116,.090909094,.20149523
97,35,3,3,13604,7.8899999,0,6.4499998,7.0160675,3.9449999,3.2249999,6,2.8774116,.10084034,.20149523
118,26,3,5,15374,7.8099999,0,5.73,7.0160675,3.905,2.865,10,2.8774116,.1369863,.20149523
71,1,3,6,18624,7.04,0,5.4899998,7.0160675,3.52,2.7449999,12,2.8774116,.16107382,.20149523
76,8,3,15,24442,6.8400002,0,5.4299998,7.0160675,3.4200001,2.7149999,30,2.8774116,.24096386,.20149523
89,26,3,1,21197,7.1300001,0,5.75,7.0160675,3.5650001,2.875,2,2.8774116,.018018018,.20149523
98,12,3,30,28540,6.5300002,0,5.5500002,7.0160675,3.2650001,2.7750001,60,2.8774116,.27713627,.20149523
40,47,3,17,20071,6.4499998,.58999997,6.02,7.0160675,3.2249999,3.01,34,2.8774116,.22591361,.20149523
97,46,3,10,13891,7.0599999,0,6.0100002,7.0160675,3.53,3.0050001,20,2.8774116,.17699115,.20149523
74,34,3,30,24708,6.5,.56999999,5.7399998,7.0160675,3.25,2.8699999,60,2.8774116,.33898306,.20149523
122,42,3,22,24459,7.0799999,0,6.29,7.0160675,3.54,3.145,44,2.8774116,.22055137,.20149523
21,37,3,5,16352,7.21,0,6.1999998,7.0160675,3.605,3.0999999,10,2.8774116,.08583691,.20149523
86,26,3,6,20111,7.5900002,0,6.1300001,7.0160675,3.7950001,3.0650001,12,2.8774116,.095617533,.20149523
94,14,3,12,20476,7.3699999,0,5.2199998,7.0160675,3.6849999,2.6099999,24,2.8774116,.19753087,.20149523
119,26,3,13,18172,7.3699999,0,5.75,7.0160675,3.6849999,2.875,26,2.8774116,.21940929,.20149523
77,8,3,9,15628,6.9499998,0,5.48,7.0160675,3.4749999,2.74,18,2.8774116,.19047619,.20149523
32,40,3,8,25943,6.9400001,0,6.0599999,7.0160675,3.47,3.03,16,2.8774116,.12955466,.20149523
76,13,3,12,20895,7.1300001,0,5.6100001,7.0160675,3.5650001,2.8050001,24,2.8774116,.23076923,.20149523
44,8,3,16,15869,7.0799999,0,5.54,7.0160675,3.54,2.77,32,2.8774116,.31219512,.20149523
59,20,3,16,13517,6.4299998,.75,5.7199998,7.0160675,3.2149999,2.8599999,32,2.8774116,.33160621,.20149523
84,26,3,8,15575,7.0900002,0,5.7600002,7.0160675,3.5450001,2.8800001,16,2.8774116,.17391305,.20149523
51,33,3,11,16507,6.8899999,.36000001,5.8899999,7.0160675,3.4449999,2.9449999,22,2.8774116,.19213974,.20149523
71,46,3,14,21308,7.4000001,0,5.9499998,7.0160675,3.7,2.9749999,28,2.8774116,.22400001,.20149523
59,48,3,19,16504,6.6599998,.47,6.1100001,7.0160675,3.3299999,3.0550001,38,2.8774116,.25850341,.20149523
112,18,3,33,29115,7.0799999,0,5.6700001,7.0160675,3.54,2.835,66,2.8774116,.25882354,.20149523
123,18,3,21,28734,7.6799998,0,5.6300001,7.0160675,3.8399999,2.8150001,42,2.8774116,.28282827,.20149523
78,8,3,10,17182,6.4400001,0,5.3000002,7.0160675,3.22,2.6500001,20,2.8774116,.2259887,.20149523
54,21,3,17,16925,7.9400001,0,5.9200001,7.0160675,3.97,2.96,34,2.8774116,.32692307,.20149523
12,6,3,11,27673,7.3200002,0,5.3600001,7.0160675,3.6600001,2.6800001,22,2.8774116,.11428571,.20149523
9,43,3,9,20643,7.2600002,0,6.1799998,7.0160675,3.6300001,3.0899999,18,2.8774116,.17647059,.20149523
83,26,3,13,23916,7.21,0,5.6799998,7.0160675,3.605,2.8399999,26,2.8774116,.15430267,.20149523
113,38,3,6,22029,7.54,0,6.29,7.0160675,3.77,3.145,12,2.8774116,.10714286,.20149523
12,16,3,8,29052,7.77,0,5.4699998,7.0160675,3.885,2.7349999,16,2.8774116,.10884354,.20149523
64,40,3,5,12087,7.0300002,0,6.21,7.0160675,3.5150001,3.105,10,2.8774116,.12738854,.20149523
83,5,3,9,22862,7.2600002,0,5.7399998,7.0160675,3.6300001,2.8699999,18,2.8774116,.13284133,.20149523
121,26,3,22,22427,7.2399998,0,5.9499998,7.0160675,3.6199999,2.9749999,44,2.8774116,.18333334,.20149523
78,34,3,11,19947,6.0900002,.73000002,5.52,7.0160675,3.0450001,2.76,22,2.8774116,.18644068,.20149523
80,8,3,31,24968,7.1799998,0,5.5500002,7.0160675,3.5899999,2.7750001,62,2.8774116,.29039812,.20149523
40,8,3,9,19405,6.7199998,0,5.4099998,7.0160675,3.3599999,2.7049999,18,2.8774116,.14754099,.20149523
95,14,3,9,18587,7.6799998,0,5.27,7.0160675,3.8399999,2.635,18,2.8774116,.29752067,.20149523
81,26,3,10,24054,7.21,0,5.7199998,7.0160675,3.605,2.8599999,20,2.8774116,.13513513,.20149523
83,47,3,24,22756,6.7199998,.41999999,6.1300001,7.0160675,3.3599999,3.0650001,48,2.8774116,.30573249,.20149523
97,40,3,8,12614,7.73,0,6.4200001,7.0160675,3.865,3.21,16,2.8774116,.16842106,.20149523
121,38,3,13,21856,7.1100001,0,6.3299999,7.0160675,3.5550001,3.165,26,2.8774116,.13,.20149523
89,32,3,1,20300,7.1300001,0,5.75,7.0160675,3.5650001,2.875,2,2.8774116,.026666667,.20149523
100,12,3,31,28324,6.73,0,5.29,7.0160675,3.365,2.645,62,2.8774116,.36904761,.20149523
111,18,3,6,21713,7.29,0,5.5300002,7.0160675,3.645,2.7650001,12,2.8774116,.26086956,.20149523
93,33,3,16,21457,6.8600001,.56,5.75,7.0160675,3.4300001,2.875,32,2.8774116,.18879056,.20149523
81,8,3,7,21633,6.3600001,0,5.1999998,7.0160675,3.1800001,2.5999999,14,2.8774116,.14,.20149523
83,14,3,4,26130,7.4699998,0,5.29,7.0160675,3.7349999,2.645,8,2.8774116,.068669528,.20149523
80,26,3,21,25194,7.3499999,0,5.6700001,7.0160675,3.675,2.835,42,2.8774116,.1971831,.20149523
67,4,3,10,14059,6.4400001,0,5.4000001,7.0160675,3.22,2.7,20,2.8774116,.23529412,.20149523
71,36,3,4,18730,6.7399998,0,5.5,7.0160675,3.3699999,2.75,8,2.8774116,.090909094,.20149523
122,26,3,26,26423,7.0900002,0,5.8499999,7.0160675,3.5450001,2.925,52,2.8774116,.23059867,.20149523
78,26,3,8,17929,7.5,0,5.5500002,7.0160675,3.75,2.7750001,16,2.8774116,.11985019,.20149523
53,21,3,9,17137,7.3499999,0,5.73,7.0160675,3.675,2.865,18,2.8774116,.30000001,.20149523
113,41,3,7,26018,6.9200001,0,6.0900002,7.0160675,3.46,3.0450001,14,2.8774116,.11914894,.20149523
50,46,3,10,12848,7.5700002,0,6.0999999,7.0160675,3.7850001,3.05,20,2.8774116,.27210885,.20149523
121,32,3,32,21452,6.3800001,.52999997,5.8200002,7.0160675,3.1900001,2.9100001,64,2.8774116,.25910932,.20149523
83,8,3,14,23362,7.1300001,0,5.5,7.0160675,3.5650001,2.75,28,2.8774116,.17391305,.20149523
